group,geneid
male_sex,102083605
male_sex,102083750
male_sex,102084168
male_sex,102084174
male_sex,102084268
male_sex,102084277
male_sex,102084300
male_sex,102084352
male_sex,102084474
male_sex,102084713
male_sex,102084819
male_sex,102084870
male_sex,102084967
male_sex,102085148
male_sex,102085307
male_sex,102085332
male_sex,102085373
male_sex,102085538
male_sex,102085568
male_sex,102085587
male_sex,102085623
male_sex,102085768
male_sex,102085805
male_sex,102085945
male_sex,102086050
male_sex,102086220
male_sex,102086333
male_sex,102086347
male_sex,102086389
male_sex,102086390
male_sex,102086408
male_sex,102086429
male_sex,102086638
male_sex,102086858
male_sex,102086993
male_sex,102087071
male_sex,102087101
male_sex,102087227
male_sex,102087285
male_sex,102087675
male_sex,102088132
male_sex,102088140
male_sex,102088363
male_sex,102088836
male_sex,102088852
male_sex,102088873
male_sex,102088888
male_sex,102088892
male_sex,102088929
male_sex,102088982
male_sex,102089004
male_sex,102089060
male_sex,102089230
male_sex,102089383
male_sex,102089509
male_sex,102089696
male_sex,102089741
male_sex,102089756
male_sex,102089927
male_sex,102089972
male_sex,102090029
male_sex,102090052
male_sex,102090077
male_sex,102090101
male_sex,102090299
male_sex,102090344
male_sex,102090390
male_sex,102090452
male_sex,102090557
male_sex,102090715
male_sex,102090746
male_sex,102090959
male_sex,102091002
male_sex,102091397
male_sex,102091441
male_sex,102091585
male_sex,102091670
male_sex,102091813
male_sex,102091832
male_sex,102092137
male_sex,102092238
male_sex,102092375
male_sex,102092377
male_sex,102092426
male_sex,102092554
male_sex,102092593
male_sex,102092644
male_sex,102092829
male_sex,102092929
male_sex,102092947
male_sex,102092949
male_sex,102093163
male_sex,102093178
male_sex,102093216
male_sex,102093463
male_sex,102093604
male_sex,102093665
male_sex,102093668
male_sex,102093686
male_sex,102093810
male_sex,102094035
male_sex,102094096
male_sex,102094224
male_sex,102094243
male_sex,102094466
male_sex,102094585
male_sex,102094601
male_sex,102094928
male_sex,102095179
male_sex,102095385
male_sex,102095447
male_sex,102095593
male_sex,102095742
male_sex,102095931
male_sex,102095964
male_sex,102096049
male_sex,102096351
male_sex,102096391
male_sex,102096642
male_sex,102096700
male_sex,102096718
male_sex,102096779
male_sex,102097042
male_sex,102097097
male_sex,102097286
male_sex,102097319
male_sex,102097450
male_sex,102097945
male_sex,102098017
male_sex,102098351
male_sex,102098425
male_sex,102098457
male_sex,102098717
male_sex,102098755
male_sex,103896152
male_sex,105402394
male_sex,105411720
male_sex,106145753
male_sex,106145847
male_sex,106145849
male_sex,106146029
male_sex,108497516
male_sex,110354870
male_sex,110355335
male_sex,110356441
male_sex,110357013
male_sex,110358130
male_sex,110358418
male_sex,110360834
male_sex,110362310
male_sex,110363633
male_sex,110363815
male_sex,110365137
male_sex,110365333
male_sex,110365899
male_sex,110366014
male_sex,110366293
n5_time,102084370
n5_time,102097297
pit_tissue,102083406
pit_tissue,102083481
pit_tissue,102083817
pit_tissue,102083873
pit_tissue,102083923
pit_tissue,102083960
pit_tissue,102084056
pit_tissue,102084105
pit_tissue,102084157
pit_tissue,102084175
pit_tissue,102084450
pit_tissue,102084494
pit_tissue,102084669
pit_tissue,102084706
pit_tissue,102084815
pit_tissue,102084827
pit_tissue,102084887
pit_tissue,102084912
pit_tissue,102085021
pit_tissue,102085052
pit_tissue,102085145
pit_tissue,102085166
pit_tissue,102085188
pit_tissue,102085191
pit_tissue,102085247
pit_tissue,102085366
pit_tissue,102085397
pit_tissue,102085501
pit_tissue,102085587
pit_tissue,102085628
pit_tissue,102085975
pit_tissue,102086078
pit_tissue,102086082
pit_tissue,102086174
pit_tissue,102086287
pit_tissue,102086305
pit_tissue,102086319
pit_tissue,102086358
pit_tissue,102086464
pit_tissue,102086574
pit_tissue,102086615
pit_tissue,102086823
pit_tissue,102086845
pit_tissue,102086847
pit_tissue,102086963
pit_tissue,102087005
pit_tissue,102087006
pit_tissue,102087080
pit_tissue,102087111
pit_tissue,102087183
pit_tissue,102087201
pit_tissue,102087335
pit_tissue,102087351
pit_tissue,102087417
pit_tissue,102087588
pit_tissue,102087621
pit_tissue,102087677
pit_tissue,102087762
pit_tissue,102087764
pit_tissue,102087805
pit_tissue,102087846
pit_tissue,102087966
pit_tissue,102087995
pit_tissue,102088088
pit_tissue,102088128
pit_tissue,102088138
pit_tissue,102088193
pit_tissue,102088288
pit_tissue,102088361
pit_tissue,102088737
pit_tissue,102088830
pit_tissue,102089109
pit_tissue,102089259
pit_tissue,102089422
pit_tissue,102089423
pit_tissue,102089522
pit_tissue,102089544
pit_tissue,102089585
pit_tissue,102089600
pit_tissue,102089798
pit_tissue,102089807
pit_tissue,102089813
pit_tissue,102089855
pit_tissue,102089915
pit_tissue,102089918
pit_tissue,102089949
pit_tissue,102090094
pit_tissue,102090164
pit_tissue,102090223
pit_tissue,102090354
pit_tissue,102090393
pit_tissue,102090641
pit_tissue,102090650
pit_tissue,102090667
pit_tissue,102090673
pit_tissue,102090703
pit_tissue,102090724
pit_tissue,102090856
pit_tissue,102090903
pit_tissue,102090904
pit_tissue,102090946
pit_tissue,102090982
pit_tissue,102091063
pit_tissue,102091135
pit_tissue,102091158
pit_tissue,102091377
pit_tissue,102091441
pit_tissue,102091474
pit_tissue,102091498
pit_tissue,102091570
pit_tissue,102091647
pit_tissue,102091675
pit_tissue,102091715
pit_tissue,102091757
pit_tissue,102091826
pit_tissue,102091849
pit_tissue,102091919
pit_tissue,102091951
pit_tissue,102092020
pit_tissue,102092149
pit_tissue,102092151
pit_tissue,102092190
pit_tissue,102092225
pit_tissue,102092516
pit_tissue,102092627
pit_tissue,102092630
pit_tissue,102092661
pit_tissue,102092675
pit_tissue,102092749
pit_tissue,102092758
pit_tissue,102092769
pit_tissue,102092841
pit_tissue,102092881
pit_tissue,102093049
pit_tissue,102093151
pit_tissue,102093333
pit_tissue,102093360
pit_tissue,102093364
pit_tissue,102093652
pit_tissue,102093758
pit_tissue,102093856
pit_tissue,102093872
pit_tissue,102093951
pit_tissue,102093964
pit_tissue,102094177
pit_tissue,102094196
pit_tissue,102094225
pit_tissue,102094231
pit_tissue,102094488
pit_tissue,102094607
pit_tissue,102094668
pit_tissue,102094854
pit_tissue,102094878
pit_tissue,102094902
pit_tissue,102095053
pit_tissue,102095073
pit_tissue,102095098
pit_tissue,102095221
pit_tissue,102095224
pit_tissue,102095314
pit_tissue,102095367
pit_tissue,102095388
pit_tissue,102095512
pit_tissue,102095564
pit_tissue,102095717
pit_tissue,102095790
pit_tissue,102095808
pit_tissue,102095818
pit_tissue,102095857
pit_tissue,102096050
pit_tissue,102096087
pit_tissue,102096219
pit_tissue,102096227
pit_tissue,102096289
pit_tissue,102096293
pit_tissue,102096435
pit_tissue,102096500
pit_tissue,102096550
pit_tissue,102096692
pit_tissue,102096788
pit_tissue,102096933
pit_tissue,102096957
pit_tissue,102096988
pit_tissue,102097207
pit_tissue,102097233
pit_tissue,102097269
pit_tissue,102097327
pit_tissue,102097365
pit_tissue,102097408
pit_tissue,102097499
pit_tissue,102097615
pit_tissue,102097683
pit_tissue,102097709
pit_tissue,102097778
pit_tissue,102097780
pit_tissue,102097833
pit_tissue,102097852
pit_tissue,102097958
pit_tissue,102097997
pit_tissue,102098089
pit_tissue,102098160
pit_tissue,102098215
pit_tissue,102098243
pit_tissue,102098247
pit_tissue,102098287
pit_tissue,102098310
pit_tissue,102098364
pit_tissue,102098378
pit_tissue,102098645
pit_tissue,102098700
pit_tissue,102098781
pit_tissue,102098819
pit_tissue,102099014
pit_tissue,102099021
pit_tissue,103620141
pit_tissue,103895691
pit_tissue,103902009
pit_tissue,104077518
pit_tissue,104295350
pit_tissue,104840137
pit_tissue,105401351
pit_tissue,105408443
pit_tissue,105409193
pit_tissue,105412779
pit_tissue,106886033
pit_tissue,106891296
pit_tissue,106891544
pit_tissue,108505458
pit_tissue,110355073
pit_tissue,110355826
pit_tissue,110357056
pit_tissue,110362376
